id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1056473,Beautiful Apartment CONDESA - ROMA NORTE,403236,Delia,,Cuauhtémoc,19.41693,-99.17625,Entire home/apt,2485,3,130,2019-05-26,3.89,2,25
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Minerva,,Coyoacán,19.35371,-99.16292,Private room,726,2,143,2018-09-22,2.09,5,351
1074844,"LOCATION, LOCATION!!! REFORMA AREA!!!",1288063,Rodolfo & Francisco,,Cuauhtémoc,19.43094,-99.16601,Entire home/apt,1816,1,186,2019-05-20,2.48,16,339
1079898,"Tlalpan,Close to TEC, private room.",1671446,Eugenia,,Tlalpan,19.28535,-99.16073,Private room,268,3,21,2019-06-01,0.29,4,328
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30461,-99.18307,Private room,459,1,21,2019-01-18,0.38,1,362
1107463,Studio CONDESA Excellent Location,158585,Fernando,,Cuauhtémoc,19.41305,-99.17672,Private room,803,1,167,2019-05-23,2.27,8,3
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.3217,-99.09015,Private room,287,1,0,,,1,365
1110514,CONDESA Studio Quiet Street,158585,Fernando,,Cuauhtémoc,19.41362,-99.17602,Private room,669,1,167,2019-05-17,2.27,8,3
1118385,Apartment 5 mins. From AirPort.,6138136,Cristina,,Venustiano Carranza,19.41305,-99.08847,Private room,497,1,86,2019-05-19,1.29,1,345
1125048,Apartment well located in Mexico DF,6171755,Hector,,Benito Juárez,19.37205,-99.16908,Private room,1912,2,0,,,1,365
1129318,Single's Studio; near the WTC & Condesa,519159,Jorge & Monnah,,Miguel Hidalgo,19.40144,-99.18467,Entire home/apt,574,5,26,2019-05-05,0.36,13,17
1130658,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Juárez,19.36763,-99.17944,Entire home/apt,803,2,10,2019-05-30,0.15,3,68
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36687,-99.17906,Private room,344,3,7,2018-08-11,0.17,3,111
1147080,Beautiful and comfortable bedroom ,727250,Shantall,,Tlalpan,19.30171,-99.21581,Private room,344,2,1,2015-09-20,0.02,1,359
1162686,Rento habitacion privada,6359246,José Héctor,,Miguel Hidalgo,19.42916,-99.20185,Private room,2294,1,0,,,1,365
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35051,-99.15265,Entire home/apt,4053,10,6,2017-12-30,0.09,4,173
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41491,-99.15684,Private room,631,2,84,2019-05-25,1.14,1,61
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39174,-99.18851,Private room,401,3,17,2019-04-28,0.26,2,296
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40877,-99.17381,Entire home/apt,803,180,50,2018-11-24,0.68,6,364
1194064,"Great Room, Hosts, Apt & Location",6486198,Carlos,,Cuauhtémoc,19.43001,-99.17155,Private room,554,6,20,2017-07-18,0.27,3,0
1208312,"Private Room & Terrace in La Condesa, Mexico City",6598890,Mng,,Cuauhtémoc,19.4042,-99.17312,Private room,975,2,0,,,1,88
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.35529,-99.163,Private room,746,5,19,2018-07-07,0.27,4,179
1221050,"Condesa Private Room,Great Location",158585,Fernando,,Cuauhtémoc,19.41207,-99.17755,Private room,516,1,148,2019-06-08,2.01,8,3
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42834,-99.19382,Entire home/apt,2294,3,21,2018-05-01,0.44,1,0
1226754,Great Views of HipodromoCondesa!,5274515,Michael,,Cuauhtémoc,19.40277,-99.17006,Entire home/apt,784,2,0,,,2,80
1233187,Small apartment in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.34242,-99.15955,Private room,325,1,2,2018-02-27,0.03,4,136
1235898,"Room in Coyoacan for 1,2 or 3months :)",6737865,Melissa,,Coyoacán,19.34062,-99.15702,Private room,210,1,11,2019-06-03,0.28,2,356
1248431,Cozy & beautiful flat in quiet hood,6802335,Samantha,,Coyoacán,19.34483,-99.15786,Private room,994,7,0,,,2,180
1270149,"Fabulous Suite, ideal couples, near WTC & Condesa",519159,Jorge & Monnah,,Miguel Hidalgo,19.40306,-99.18436,Entire home/apt,822,3,14,2018-08-12,0.20,13,10
1270265,"Cozy Suite, ideal couples, near WTC & Condesa",519159,Jorge & Monnah,,Miguel Hidalgo,19.40347,-99.18325,Entire home/apt,937,3,15,2018-04-25,0.21,13,10
1271287,Condesa Private Room Ideal Location,158585,Fernando,,Cuauhtémoc,19.412,-99.17793,Private room,421,1,159,2019-06-03,2.18,8,3
1282063,Rooftop terrace in the heart of centro historico,34754,Mardi,,Cuauhtémoc,19.42797,-99.13297,Private room,382,2,28,2019-05-20,4.31,1,0
1283294,"Loft! Pool & Gym, WiFi Reforma Ave.",5755202,Andres,,Cuauhtémoc,19.42716,-99.16508,Entire home/apt,1721,3,92,2019-05-20,1.38,40,84
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43545,-99.18216,Entire home/apt,1051,5,15,2019-06-01,0.44,1,306
1288566,Beautiful designer loft in Polanco.,540705,Andrea,,Miguel Hidalgo,19.43202,-99.19624,Entire home/apt,3556,4,24,2019-04-21,0.60,2,346
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34368,-99.12719,Private room,306,1,1,2018-08-10,0.09,4,204
1323378,Cozy apt perfect location WTC/Condesa.All Welcome!,1989370,Oscar,,Benito Juárez,19.39033,-99.17065,Entire home/apt,746,2,6,2019-01-27,0.09,2,201
1324525,Comfortable stay at sunny flat,7189850,Monica,,Benito Juárez,19.38352,-99.16603,Private room,497,1,3,2015-12-24,0.06,1,363
1335688,Big Room private bathroom & balcony,7242746,Eduardo,,Álvaro Obregón,19.36151,-99.19838,Private room,593,2,33,2019-03-01,0.50,2,318
1337735,Beautiful flat in amazing location,6775211,Marie Christine,,Miguel Hidalgo,19.43009,-99.19555,Entire home/apt,1816,6,44,2019-04-26,0.77,1,31
1344188,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,,Benito Juárez,19.3936,-99.17551,Private room,593,3,189,2019-06-14,2.81,1,161
1360033,"Cozy rooms, own bathroom, garden A+",6511610,Miguel Angel,,Cuajimalpa de Morelos,19.34909,-99.29056,Private room,1147,2,0,,,1,364
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Benito Juárez,19.39145,-99.18701,Private room,401,3,26,2018-11-12,0.37,2,296
1378164,Departamento con terraza junto al metro,2492211,Daniel,,Benito Juárez,19.39709,-99.13851,Entire home/apt,249,2,19,2019-06-09,1.92,1,292
1380783,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42743,-99.19307,Private room,1625,2,116,2019-05-29,1.73,1,365
1391370,mini room good price 4 longer stay,2269083,Alondra,,Miguel Hidalgo,19.44357,-99.18776,Private room,191,2,4,2017-07-02,0.06,5,314
1392308,"Center Historic, Personalized Tours, Lap Pool 416",2872228,Bruce,,Cuauhtémoc,19.43404,-99.14652,Entire home/apt,1510,3,43,2019-06-19,0.63,17,193
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40427,-99.17928,Private room,612,2,0,,,1,358
1403218,OASIS 4 IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44339,-99.14736,Entire home/apt,3231,1,125,2019-06-11,1.82,6,294
1404363,Beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37832,-99.17316,Entire home/apt,937,2,80,2019-05-04,1.12,2,102
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41702,-99.16712,Entire home/apt,1396,3,226,2019-06-20,3.18,3,86
1428423,SUPER HABITACIÓN,7681297,Gerardo,,Benito Juárez,19.38221,-99.17121,Private room,1071,1,0,,,1,365
1429120,Great location & security single bedroom Apartment,6203086,Jose,,Benito Juárez,19.36891,-99.1801,Private room,306,3,20,2018-12-16,0.29,3,111
1433624,Private room in amzng flat (shared only with host),6560103,Marcos,,Miguel Hidalgo,19.40936,-99.18611,Private room,421,2,27,2019-04-24,1.72,1,50
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42225,-99.17296,Entire home/apt,1434,3,68,2019-05-28,1.02,3,319
1441434,For foreign business guest+spa+jacuzzi,7740056,Mireya,,Cuauhtémoc,19.42898,-99.16193,Entire home/apt,1625,2,189,2019-04-21,2.64,1,262
1455119,Quiet and beautiful room Xochimilco,3941419,Luis Mario,,Xochimilco,19.27399,-99.12127,Private room,765,1,0,,,1,365
1460613,Centro Historico - The Balcony,3285196,Juan Carlos,,Cuauhtémoc,19.43212,-99.13768,Entire home/apt,1243,1,225,2019-05-28,3.16,7,335
1460721,Cozy Vintage Style Flat in Lomas,3675629,Pâté,,Miguel Hidalgo,19.42118,-99.20376,Entire home/apt,2294,2,67,2019-03-02,0.95,10,337
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42802,-99.17678,Entire home/apt,1491,7,35,2019-06-11,0.50,11,133
1467388,"New Private Room, Col CONDESA Blue",158585,Fernando,,Cuauhtémoc,19.4135,-99.17665,Private room,440,1,42,2019-06-06,0.65,8,3
1472327,Amazing Town House in the heart of CDMX,7881001,Daph & Al,,Cuauhtémoc,19.42997,-99.17165,Entire home/apt,2390,1,106,2019-06-11,1.50,4,356
1476127,Acogedora habitación en penthouse con excelente vista,7900007,Leti Y Richard,,Benito Juárez,19.38125,-99.16991,Private room,574,1,136,2019-06-11,1.92,1,324
1483498,Charm & Comfy Apt : 2 DBR / 1.5 BTHRM,7936694,Luz & Jaime,,Cuauhtémoc,19.41116,-99.17872,Entire home/apt,1051,2,153,2019-06-09,2.17,4,170
1483664,Great Long Term nearCoyoacan&Cntro Nat delas Artes,6373011,La Casita DF,,Coyoacán,19.35643,-99.12227,Private room,860,30,3,2018-10-29,0.18,1,90
1511307,PASEO DE LA REFORMAPOOL+SPA+GYM,7473312,Maurice,,Cuauhtémoc,19.43423,-99.15526,Entire home/apt,2179,2,259,2019-06-17,3.72,3,337
1514815,Comfy double room w/full breakfast!!!,8069764,Pico,,Cuauhtémoc,19.42376,-99.15455,Private room,956,1,12,2017-03-16,0.17,8,365
1526333,Coyoacan downtown private room,5507751,Arlette And Fernando,,Coyoacán,19.34648,-99.1594,Private room,554,2,99,2019-05-06,1.40,2,332
1544767,Spaciocius loft in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.34378,-99.15994,Entire home/apt,765,1,2,2015-10-31,0.03,4,265
1547284,Great sunny apartment in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37845,-99.17226,Entire home/apt,784,2,36,2019-04-11,0.52,2,338
1555819,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,Cuauhtémoc,19.41733,-99.16708,Entire home/apt,1606,3,210,2019-06-02,2.97,3,123
1565220,Grandma's Suite in San Angel,2518152,Martha Y Pancho,,Álvaro Obregón,19.34615,-99.19062,Private room,3001,1,23,2018-06-02,0.34,5,306
1573976,Students & executives; ideal mid & long-term stays,519159,Jorge & Monnah,,Miguel Hidalgo,19.40332,-99.1835,Entire home/apt,612,5,39,2019-05-31,0.55,13,92
1589621,Big room w/balcony ideally located at home-gallery,7294169,Elías,,Cuauhtémoc,19.42887,-99.15515,Private room,421,2,97,2019-05-04,1.39,1,235
1598615,Up to -20% last-minute stays; -10% Summer Special,519159,Jorge & Monnah,,Miguel Hidalgo,19.40388,-99.18302,Entire home/apt,1893,3,52,2019-06-08,0.78,13,137
1599474,POLANCO The greatest room in the best location.,8098515,Mauricio,,Miguel Hidalgo,19.43868,-99.21314,Private room,918,1,21,2018-11-19,0.30,2,0
1601521,CENTRAL GUESTROOM!!! WALK EVERYWHERE!!!,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41611,-99.16575,Private room,1243,1,121,2019-06-16,1.75,16,349
1624047,Beautiful Apartment!!,713834,Rachel,,Cuauhtémoc,19.4254,-99.16201,Entire home/apt,1338,1,7,2019-06-10,0.44,1,365
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.41623,-99.16735,Entire home/apt,1606,3,193,2019-05-27,2.77,3,111
1644188,Fabulous Apt heart of Polanco!,8714971,Sandra,,Miguel Hidalgo,19.42978,-99.19342,Entire home/apt,2390,2,11,2015-06-29,0.17,1,365
1652256,Luminoso estudio en Coyoacán,4098314,Alejandro,,Coyoacán,19.34362,-99.16591,Entire home/apt,650,3,46,2019-05-01,1.38,2,351
1662282,Roma Norte apt. sleeps 2 (-4),4378849,Gregor,,Cuauhtémoc,19.41607,-99.15651,Entire home/apt,1529,6,45,2019-04-23,0.65,1,361
1664823,Nice Apartment México City (Narvarte),8818735,Nancy,,Benito Juárez,19.40239,-99.15767,Entire home/apt,765,2,56,2019-05-11,0.99,2,338
1676923,Two Floor apartment in Porfirian Town House,1971675,Bernardo,,Cuauhtémoc,19.41975,-99.15769,Entire home/apt,1873,2,164,2019-06-21,2.45,1,320
1686868,Live and Enjoy Condesa! Great Location / Space,1461534,Adolfo,,Cuauhtémoc,19.40656,-99.17015,Entire home/apt,1701,1,145,2019-06-10,2.11,2,82
1689161,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,,Cuauhtémoc,19.41105,-99.17436,Entire home/apt,1453,3,90,2019-05-06,1.33,1,340
1721830,Ema's Flat in Coyoacan Street 2BR with terrace,5935860,Sergio,,Benito Juárez,19.39501,-99.16661,Entire home/apt,707,2,88,2019-06-17,1.47,1,80
1727725,Geographer's Suite in San Angel,2518152,Martha Y Pancho,,Álvaro Obregón,19.34915,-99.19397,Private room,2600,1,29,2019-05-30,0.42,5,304
1736063,Botanical Studio in San Angel,2518152,Martha Y Pancho,,Álvaro Obregón,19.34906,-99.19336,Private room,2198,1,34,2019-03-04,0.53,5,303
1751062,Private room with bathroom for woman,8155176,Samuel,,Azcapotzalco,19.46817,-99.16691,Private room,287,2,0,,,1,89
1768385,2BR -Gym& Pool - PickUpService -TouristicPoints,1004821,Angela,,Cuauhtémoc,19.43549,-99.14605,Entire home/apt,1338,1,146,2019-06-09,2.20,13,301
1780789,Centric Spacious Home @ La Condesa,4523316,Alicia,,Cuauhtémoc,19.41109,-99.16789,Private room,612,3,16,2017-04-19,0.24,1,266
1782728,Bright and cozy apartment near Reforma.,9289966,Hanna,,Cuauhtémoc,19.43121,-99.16397,Entire home/apt,784,3,0,,,1,67
1786411,COLONIAL HOUSE / FASHIONABLE AREA,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41714,-99.16714,Private room,1243,1,145,2019-05-31,2.10,16,320
1797749,40's Apartment downtown Mexico City,1498570,Manuel,,Cuauhtémoc,19.41209,-99.16542,Entire home/apt,1740,3,68,2019-05-27,1.01,1,364
1826212,nice apartment in colonia del Valle,9556116,Raquel,,Benito Juárez,19.38144,-99.17096,Entire home/apt,898,3,74,2019-06-08,1.10,1,324
1839211,"MASTER ROOM , ROMA HOOD, 1920 HOUSE",1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41613,-99.16579,Private room,1128,1,222,2019-06-09,3.24,16,337
1839523,Room in Mexico City,9614284,José Luis,,Venustiano Carranza,19.41978,-99.09689,Private room,15007,1,0,,,1,0
1847642,Room in Beautiful House w/ Garden,9651335,Ricardo,,Coyoacán,19.34283,-99.15578,Private room,229,1,90,2019-06-23,2.62,3,10
1850394,DESIGNER PH 2 Bedrooms+ROOF GARDEN,9664207,Francisco,,Cuauhtémoc,19.43067,-99.15634,Entire home/apt,1912,2,225,2019-06-11,3.36,2,216
1877286,Exclusive Suite W/Pool Well Located Reforma Ave.,5755202,Andres,,Cuauhtémoc,19.42706,-99.16535,Entire home/apt,2007,3,69,2019-05-27,1.05,40,80
1890998,Cozy Loft at great location,3320356,Fede,,Cuauhtémoc,19.42149,-99.16888,Entire home/apt,1873,3,213,2019-06-01,3.77,3,345
1901884,"DF-Roma Norte,¡Best place to stay!",1914525,Juan Camilo,,Benito Juárez,19.38967,-99.17806,Private room,478,6,29,2018-12-23,0.43,1,363
1905663,2 BR House in the Colonia Roma,9891484,Lara,,Cuauhtémoc,19.40915,-99.16231,Entire home/apt,956,1,1,2017-01-01,0.03,1,0
1906586,"Deluxe double room w/King size bed, breakfast incl",8069764,Pico,,Cuauhtémoc,19.42391,-99.15619,Private room,1147,1,3,2018-01-08,0.04,8,365
1919273,"bonito, roma norte, ubicadísimo",9949877,Dalia,,Cuauhtémoc,19.4221,-99.16886,Private room,401,2,73,2019-03-31,1.16,3,345
1919310,"Great location, nice apartment",9949877,Dalia,,Cuauhtémoc,19.42225,-99.16714,Private room,382,2,130,2019-06-09,1.94,3,329
1919438,Great 1920's Brownstone La Juárez,3494399,Rodrigo,,Cuauhtémoc,19.42072,-99.15759,Entire home/apt,1816,3,160,2019-05-06,2.36,1,359
1920070,Mountain Oasis surrender by trees ,9953466,Gabriela,,Tlalpan,19.24278,-99.17221,Private room,382,1,1,2017-10-15,0.05,1,365
1925256,Archeologue´s Studio in San Angel,2518152,Martha Y Pancho,,Álvaro Obregón,19.34888,-99.19277,Private room,2198,1,35,2019-03-25,0.55,5,306
1944179,"♥Precio Bajo, Zona Rosa Mex. D.F.♥",2079200,Víctor,,Cuauhtémoc,19.42791,-99.15923,Private room,2485,3,1,2014-01-02,0.01,2,90
1945351,"Private room, with private bathroom. Near COLMEX",340030,Griselda,,Tlalpan,19.28372,-99.21666,Private room,574,3,2,2018-01-26,0.11,2,365
1949644,"Depa  2 cuartos, Roma Condesa",10081994,Fred,,Cuauhtémoc,19.40949,-99.16501,Entire home/apt,1109,2,52,2019-05-28,0.77,1,291
1949769,CUTE&COZY APART CENT 2 min walk sub,8355403,Nancy,,Benito Juárez,19.37232,-99.14494,Entire home/apt,1529,1,9,2015-09-13,0.14,1,263
1954020,Sunny Apartment Historic Coyoacan!,10100748,Arturo,,Coyoacán,19.34596,-99.15277,Private room,478,2,28,2019-02-10,0.43,1,363
1960343,Characterful Balcony Apartment in an 18th-Century Building,3285196,Juan Carlos,,Cuauhtémoc,19.4324,-99.13968,Entire home/apt,1778,2,255,2019-06-02,3.79,7,292
1967028,Cozy Chic Apt In Mexico City !,3440521,Aashiesh,,Cuauhtémoc,19.43931,-99.16368,Entire home/apt,1185,3,7,2016-03-26,0.11,1,0
1988412,Renting minimum one year. Nice apt Narvarte,10128524,Jochi,,Benito Juárez,19.38597,-99.15545,Entire home/apt,860,365,23,2018-07-18,0.35,1,358
1999474,Big sunny flat Plaza Rio de Janeiro,10300365,Claire,,Cuauhtémoc,19.41979,-99.16363,Entire home/apt,1854,4,51,2019-06-10,0.76,1,359
2007564,Lovely Studio in Perfect Location!,9155234,Tania,,Miguel Hidalgo,19.40268,-99.17152,Entire home/apt,574,3,85,2019-02-05,1.27,1,235
2015276,Walk to Museums from an Elegant Apartment with a Balcony,5974590,Chris,,Miguel Hidalgo,19.42858,-99.18142,Entire home/apt,2466,1,40,2019-04-08,0.67,16,343
2030859,MASTER ROOM IN THE GREAT HOUSE,790208,Francisco Carlos Y Maria Jose,,Miguel Hidalgo,19.40658,-99.18761,Private room,841,2,50,2017-08-14,0.76,4,271
2032342,"Best area HOUSE in ROMA, 3bd two floors!",10433685,Mariana,,Cuauhtémoc,19.4144,-99.15679,Entire home/apt,1071,7,26,2019-06-14,0.55,2,112
2046159,Large bedroom with sunny work space @ La Mansion,7682248,Fherdinand Strasse,,Cuauhtémoc,19.4086,-99.16262,Private room,535,3,31,2019-06-03,0.46,20,365
2056514,Acogedor departamento en Coyoacán,10531228,Maria,,Coyoacán,19.35713,-99.16026,Entire home/apt,1243,2,22,2019-01-02,0.46,3,279
2056622,Cómodo y espacioso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35448,-99.16334,Entire home/apt,1319,2,12,2018-07-30,0.35,3,224
2056638,Amplio y luminoso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35404,-99.16114,Entire home/apt,1510,1,21,2018-06-24,0.32,3,220
2062187,La bella Roma,7181386,Flor,,Cuauhtémoc,19.41354,-99.16065,Entire home/apt,1147,14,38,2019-01-14,0.57,1,269
2072354,Coyoacan Historic Studio Apartment,10592410,Hilda,,Coyoacán,19.35156,-99.16861,Entire home/apt,669,3,58,2019-05-12,0.87,3,352
2075738,Amazing apartment Mexico City!!!,2339771,Rodrigo,,Cuauhtémoc,19.41736,-99.16058,Entire home/apt,2294,2,42,2019-06-09,0.64,1,259
2083241,New Suite in Historic Residence!,8282570,Thomas,,Cuauhtémoc,19.41522,-99.16728,Entire home/apt,1606,3,168,2019-06-21,2.92,3,134
2084093,5 min from CDMX´s airport,10644799,Benito & Denisse,,Venustiano Carranza,19.43987,-99.08805,Entire home/apt,421,1,468,2019-06-20,8.00,5,350
2086274,Coyoacán: habitación agradable para ti!,6737865,Melissa,,Coyoacán,19.34173,-99.15615,Private room,210,1,5,2019-02-04,0.44,2,359
2088218,Private rooms near old Coyoacan center,10659485,Cécile,,Coyoacán,19.34179,-99.15327,Private room,382,2,5,2018-05-15,0.08,1,365
2089601,♥Affordable Mexico City Airport♥,2079200,Víctor,,Iztacalco,19.40133,-99.13097,Entire home/apt,478,15,80,2017-03-18,1.20,2,90
2093036,Departamento 2 dormitorios x Antara,3083561,Federico,,Miguel Hidalgo,19.44297,-99.20034,Private room,1854,1,0,,,1,365
2094427,Polanco Concept Studio Loft...,3675629,Pâté,,Miguel Hidalgo,19.43692,-99.19007,Entire home/apt,1396,3,54,2019-05-10,0.92,10,358
2102817,"COUSY HOUSE FOR 8, SAN MIGUEL DE ALLENDE. IDEAL 4Y",2534084,Adriana,,Benito Juárez,19.39149,-99.15864,Shared room,4301,3,0,,,1,0
2103827,FAMILY CITY HOME NEXT TO BEAUTIFUL PARK,1811779,Raquel,,Miguel Hidalgo,19.41131,-99.19899,Entire home/apt,2007,1,0,,,1,68
2112138,COYOACAN NICE ♥ FLAT !!,10592410,Hilda,,Coyoacán,19.3537,-99.16916,Entire home/apt,803,3,36,2019-04-27,0.54,3,351
2117709,Nice and luminous apartment in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.3441,-99.15786,Entire home/apt,516,1,6,2019-06-11,0.09,4,331
2118573,Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector,,Benito Juárez,19.38752,-99.17468,Entire home/apt,1338,2,151,2019-06-03,2.30,2,78
2120810,"Cosy Apt, 10 minutes to Condesa!",10815125,Gustavo,,Benito Juárez,19.38994,-99.18621,Private room,478,1,19,2019-04-24,0.29,1,365
2127400,Stay like a local in Roma Norte,350668,Blair,,Cuauhtémoc,19.4187,-99.15922,Private room,1625,2,138,2019-05-28,2.09,1,333
2130176,Charming Apt in the best location,1326107,Jacqueline,,Cuauhtémoc,19.41294,-99.15667,Entire home/apt,1051,5,36,2019-04-27,0.56,3,83
2139830,Monthly Sublet in Colonia Popular,10897361,Dawn,,Coyoacán,19.32819,-99.16762,Entire home/apt,956,4,0,,,1,0
2141665,Charming apartment at the BEST PRICE! Awesome area,4425585,Elizabeth,,Miguel Hidalgo,19.40081,-99.18432,Entire home/apt,554,2,84,2019-05-18,1.28,1,331
2165745,"Sunny, quiet room next to UNAM",5324891,Maria,,Coyoacán,19.33496,-99.16153,Private room,535,1,1,2015-06-13,0.02,3,365
2166030,"Sunny, quiet room near UNAM",5324891,Maria,,Coyoacán,19.33484,-99.1621,Private room,459,1,3,2015-03-09,0.05,3,365
2171338,PASEO DE LA REFORMAGYM+POOL+SPA,7473312,Maurice,,Cuauhtémoc,19.43397,-99.15445,Entire home/apt,2179,2,249,2019-06-13,3.77,3,329
